StatisticsDate,TargetDiseaseCode,TargetDisease,MeasurementType,DailyCount,TotalCount,PopulationCoverage
2021-10-11,219,COVID-19,FullyVaccinated,1369,731642,55.01
2021-10-11,219,COVID-19,Vaccinated,615,765991,57.59
2021-10-12,219,COVID-19,DosesAdministered,1960,1390812,
2021-10-12,219,COVID-19,FullyVaccinated,1572,733214,55.13
2021-10-12,219,COVID-19,Vaccinated,769,766760,57.65
2021-10-13,219,COVID-19,DosesAdministered,1661,1392473,
2021-10-13,219,COVID-19,FullyVaccinated,1297,734511,55.22
2021-10-13,219,COVID-19,Vaccinated,805,767565,57.71
2021-10-14,219,COVID-19,DosesAdministered,1974,1394447,
2021-10-14,219,COVID-19,FullyVaccinated,1472,735983,55.33
2021-10-14,219,COVID-19,Vaccinated,1026,768591,57.79
2021-10-15,219,COVID-19,DosesAdministered,2411,1396858,
2021-10-15,219,COVID-19,FullyVaccinated,1803,737786,55.47
2021-10-15,219,COVID-19,Vaccinated,1287,769878,57.88
2021-10-16,219,COVID-19,DosesAdministered,1116,1397974,
2021-10-16,219,COVID-19,FullyVaccinated,814,738600,55.53
2021-10-16,219,COVID-19,Vaccinated,624,770502,57.93
2021-10-17,219,COVID-19,DosesAdministered,1171,1399145,
2021-10-17,219,COVID-19,FullyVaccinated,831,739431,55.59
2021-10-17,219,COVID-19,Vaccinated,736,771238,57.98
2021-10-18,219,COVID-19,DosesAdministered,1782,1400927,
2021-10-18,219,COVID-19,FullyVaccinated,1316,740747,55.69
2021-10-18,219,COVID-19,Vaccinated,968,772206,58.06
2021-10-19,219,COVID-19,DosesAdministered,1781,1402708,
2021-10-19,219,COVID-19,FullyVaccinated,1330,742077,55.79
2021-10-19,219,COVID-19,Vaccinated,963,773169,58.13
2021-10-20,219,COVID-19,DosesAdministered,2423,1405131,
2021-10-20,219,COVID-19,FullyVaccinated,1690,743767,55.92
2021-10-20,219,COVID-19,Vaccinated,1586,774755,58.25
2021-10-21,219,COVID-19,DosesAdministered,2566,1407697,
2021-10-21,219,COVID-19,FullyVaccinated,1736,745503,56.05
2021-10-21,219,COVID-19,Vaccinated,1749,776504,58.38
2021-10-22,219,COVID-19,DosesAdministered,3880,1411577,
2021-10-22,219,COVID-19,FullyVaccinated,2576,748079,56.24
2021-10-22,219,COVID-19,Vaccinated,2728,779232,58.59
2021-10-23,219,COVID-19,DosesAdministered,2064,1413641,
2021-10-23,219,COVID-19,FullyVaccinated,1361,749440,56.35
2021-10-23,219,COVID-19,Vaccinated,1605,780837,58.71
2021-10-24,219,COVID-19,DosesAdministered,1348,1414989,
2021-10-24,219,COVID-19,FullyVaccinated,932,750372,56.42
2021-10-24,219,COVID-19,Vaccinated,1097,781934,58.79
2021-10-25,219,COVID-19,DosesAdministered,2564,1417553,
2021-10-25,219,COVID-19,FullyVaccinated,1640,752012,56.54
2021-10-25,219,COVID-19,Vaccinated,1988,783922,58.94
2021-10-26,219,COVID-19,DosesAdministered,3367,1420920,
2021-10-26,219,COVID-19,FullyVaccinated,1983,753995,56.69
2021-10-26,219,COVID-19,Vaccinated,2462,786384,59.12
2021-10-27,219,COVID-19,DosesAdministered,3061,1423981,
2021-10-27,219,COVID-19,FullyVaccinated,1707,755702,56.82
2021-10-27,219,COVID-19,Vaccinated,2321,788705,59.3
2021-10-28,219,COVID-19,DosesAdministered,2942,1426923,
2021-10-28,219,COVID-19,FullyVaccinated,1645,757347,56.94
2021-10-28,219,COVID-19,Vaccinated,2221,790926,59.47
2021-10-29,219,COVID-19,DosesAdministered,3698,1430621,
2021-10-29,219,COVID-19,FullyVaccinated,1925,759272,57.09
2021-10-29,219,COVID-19,Vaccinated,2945,793871,59.69
2021-10-30,219,COVID-19,DosesAdministered,1683,1432304,
2021-10-30,219,COVID-19,FullyVaccinated,1024,760296,57.16
2021-10-30,219,COVID-19,Vaccinated,1307,795178,59.78
2021-10-31,219,COVID-19,DosesAdministered,1093,1433397,
2021-10-31,219,COVID-19,FullyVaccinated,701,760997,57.21
2021-10-31,219,COVID-19,Vaccinated,899,796077,59.85
2021-11-01,219,COVID-19,DosesAdministered,2304,1435701,
2021-11-01,219,COVID-19,FullyVaccinated,1250,762247,57.31
2021-11-01,219,COVID-19,Vaccinated,1823,797900,59.99
2021-11-02,219,COVID-19,DosesAdministered,2724,1438425,
2021-11-02,219,COVID-19,FullyVaccinated,1404,763651,57.41
2021-11-02,219,COVID-19,Vaccinated,2091,799991,60.15
2021-11-03,219,COVID-19,DosesAdministered,2767,1441192,
2021-11-03,219,COVID-19,FullyVaccinated,1355,765006,57.52
2021-11-03,219,COVID-19,Vaccinated,2134,802125,60.31
2021-11-04,219,COVID-19,DosesAdministered,2595,1443787,
2021-11-04,219,COVID-19,FullyVaccinated,1319,766325,57.62
2021-11-04,219,COVID-19,Vaccinated,2079,804204,60.46
2021-11-05,219,COVID-19,DosesAdministered,3255,1447042,
2021-11-05,219,COVID-19,FullyVaccinated,1739,768064,57.75
2021-11-05,219,COVID-19,Vaccinated,2535,806739,60.65
2021-11-06,219,COVID-19,DosesAdministered,1279,1448321,
2021-11-06,219,COVID-19,FullyVaccinated,713,768777,57.8
2021-11-06,219,COVID-19,Vaccinated,1035,807774,60.73
